Date,VIX_spike,VIX_5d_prior
2023-03-13,26.520000457763672,18.61000061035156
2023-03-15,26.13999938964844,19.11000061035156
2024-08-05,38.56999969482422,16.600000381469727
2024-08-06,27.709999084472656,17.690000534057617
2024-08-07,27.850000381469727,16.360000610351562
2024-12-18,27.6200008392334,13.579999923706056
2025-04-03,30.020000457763672,18.690000534057617
2025-10-16,25.309999465942383,16.43000030517578
2026-03-06,29.489999771118164,19.86000061035156
